price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,was_renovated,city_Auburn,city_Beaux Arts Village,city_Bellevue,city_Black Diamond,city_Bothell,city_Burien,city_Carnation,city_Clyde Hill,city_Covington,city_Des Moines,city_Duvall,city_Enumclaw,city_Fall City,city_Federal Way,city_Inglewood-Finn Hill,city_Issaquah,city_Kenmore,city_Kent,city_Kirkland,city_Lake Forest Park,city_Maple Valley,city_Medina,city_Mercer Island,city_Milton,city_Newcastle,city_Normandy Park,city_North Bend,city_Pacific,city_Preston,city_Ravensdale,city_Redmond,city_Renton,city_Sammamish,city_SeaTac,city_Seattle,city_Shoreline,city_Skykomish,city_Snoqualmie,city_Snoqualmie Pass,city_Tukwila,city_Vashon,city_Woodinville,city_Yarrow Point,total_sqft,sqft_ratio,bed_bath_ratio,property_age,rooms_total
235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10610,0.12870971173279439,1.0,66,3.0
315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10340,0.12634789238645028,1.5,47,4.0
437500.0,3.0,2.25,1970,35100,2.0,0,0,4,1970,0,1977,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37070,0.056123757157915725,0.9230769230769231,38,5.25
407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12390,0.18449479017302362,0.8571428571428571,19,5.5
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2450,1.0753598645215918,0.8571428571428571,14,5.5
838000.0,4.0,2.5,3310,42998,2.0,0,0,3,3310,0,2001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,46308,0.07697853438452057,1.1428571428571428,14,6.5
630000.0,4.0,2.75,2710,37277,2.0,0,0,3,2710,0,2000,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39987,0.07269703310263426,1.0666666666666667,15,6.75
550000.0,3.0,1.75,2910,35200,1.5,0,0,3,2910,0,1979,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,38110,0.08266810601971535,1.0909090909090908,36,4.75
805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7210,0.6020884247944901,1.0,86,5.0
284000.0,3.0,1.75,1800,23103,1.0,0,0,3,1800,0,1968,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24903,0.07790858725761773,1.0909090909090908,47,4.75
470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11865,0.22887323943661972,1.4285714285714286,39,7.5
430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11920,0.19198080191980801,1.6,61,5.5
491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127642,0.017456736785887942,1.4545454545454546,47,5.75
785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,15655,0.3051017005668556,1.1764705882352942,9,8.25
385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2647,0.9939759036144579,0.7058823529411765,7,6.25
295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2998,1.1906501095690285,0.5714285714285714,6,4.5
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9810,0.5091524380864483,1.1428571428571428,3,6.5
459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8219,0.48375451263537905,0.8571428571428571,2,5.5
625000.0,4.0,3.25,2730,54014,1.0,0,0,3,1560,1170,2007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,56744,0.05054151624548736,0.9411764705882353,8,7.25
300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7590,0.5028707186695703,0.8571428571428571,9,5.5
625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9525,0.4420224038752649,1.0666666666666667,3,6.75
553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5900,0.1799640071985603,1.0,71,3.0
379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15704,0.11739594450373532,0.8571428571428571,29,5.5
310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,10955,0.10154836115021114,1.5,42,4.0
775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,10072,0.3625050723657514,0.5714285714285714,11,4.5
365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9550,0.29927900965854987,0.8571428571428571,27,5.5
331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12463,0.25468089389973825,1.1428571428571428,25,6.5
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9980,0.39966344131257886,0.8571428571428571,35,5.5
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8290,0.3793046082182665,1.3333333333333333,115,6.0
560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10644,0.21726700971983992,0.8571428571428571,28,5.5
900000.0,3.0,1.0,1330,77972,1.0,0,0,3,1330,0,1928,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79302,0.017057186461980428,1.5,87,4.0
531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2445,1.0799319727891157,0.5,15,5.0
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6170,0.5423644088977756,1.0,33,7.0
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13011,0.2655125461972379,1.1428571428571428,19,6.5
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12322,0.20778202489463884,1.1428571428571428,55,6.5
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6833,0.5732044198895028,0.8571428571428571,12,5.5
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9702,0.2580059639569558,1.2307692307692308,42,6.25
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13582,0.3729910037400182,1.0,17,7.0
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9540,0.36280531352663903,1.0,73,3.0
410000.0,3.0,2.25,1800,36704,1.0,0,0,4,1360,440,1978,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38504,0.049039640375970577,0.9230769230769231,37,5.25
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9388,0.331961980422755,1.0,36,7.0
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11629,0.22163865546218486,0.7272727272727273,67,3.75
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6540,0.21107202369931494,1.0,107,3.0
